12,2,11,-16,6,12
15,17,-12,13,-11,7
-13,17,-2,16,8,-6
15,-11,15,7,-16,16
5,17,11,10,-7,-16
-14,17,17,9,-15,-2
-7,-0,6,-3,-14,-4
